displayName;givenName;surname;city;country
Manon Desnoyers;Manon;Desnoyers;GANTERSCHWIL;CH
Patience Cliche;Patience;Cliche;MALMÉDY;BE
Leroy Jalbert;Leroy;Jalbert;ARRAS;FR
Voleta Faure;Voleta;Faure;NEUILLY-SUR-MARNE;FR
Orane Fortin;Orane;Fortin;MOORTSELE;BE
Grosvenor Varieur;Grosvenor;Varieur;SAVIGNY-LE-TEMPLE;FR
Victorine Bonenfant;Victorine;Bonenfant;SAINT-PAUL;FR
Rosamonde Fecteau;Rosamonde;Fecteau;TSCHLIN;CH
Amabella Berger;Amabella;Berger;NEUILLY-SUR-SEINE;FR
Nanna Méthot;Nanna;Méthot;LA ROCHE-SUR-YON;FR
Brigitte Lussier;Brigitte;Lussier;FOUGÈRES;FR
Saville Gauthier;Saville;Gauthier;ROTHEUX-RIMIÈRE;BE
Orson Bienvenue;Orson;Bienvenue;ORVAULT;FR
Auguste Paimboeuf;Auguste;Paimboeuf;AESCH;CH
Laurene Quessy;Laurene;Quessy;BEURNEVÉSIN;CH
Élisabeth Sicard;Élisabeth;Sicard;WANGENRIED;CH
Channing Racicot;Channing;Racicot;BASEL;CH
Olympia Patry;Olympia;Patry;BORDEAUX;FR
Prunella Pinette;Prunella;Pinette;ETHE;BE
Arber Paré;Arber;Paré;LANDSCHLACHT;CH
Lowell Tardif;Lowell;Tardif;VUISTERNENS-EN-OGOZ;CH
Onfroi Blais;Onfroi;Blais;CAMBRON-SAINT-VINCENT;BE
Courtland Létourneau;Courtland;Létourneau;CHERCQ;BE
Florus Mouet;Florus;Mouet;OBERHOFEN;CH
Scoville Vachon;Scoville;Vachon;WIL;CH
Lucille Grignon;Lucille;Grignon;BIRR;CH
Christian Hachée;Christian;Hachée;CADEMPINO;CH
Aiglentina Aubin;Aiglentina;Aubin;KAISERAUGST;CH
Lothair Longpré;Lothair;Longpré;SAVOSA;CH
Anouk Hervé;Anouk;Hervé;GANSHOREN;BE
Gradasso Laforge;Gradasso;Laforge;BARONVILLE;BE
Gaston Daviau;Gaston;Daviau;CHESALLES-SUR-ORON;CH
Marveille Foucault;Marveille;Foucault;LINDEN;CH
Villette Nadeau;Villette;Nadeau;SARN;CH
Javier Berthelette;Javier;Berthelette;DIEPPE;FR
Agrican Mousseau;Agrican;Mousseau;OBERHOFEN AM THUNERSEE;CH
Iva Chesnay;Iva;Chesnay;BÄRSCHWIL;CH
Pinabel Batard;Pinabel;Batard;BIEL/BIENNE;CH
Arienne Charette;Arienne;Charette;NOISY-LE-SEC;FR
Corinne Mercier;Corinne;Mercier;LUPSINGEN;CH
Searlait Houde;Searlait;Houde;DUGGINGEN;CH
Comforte Laforge;Comforte;Laforge;GRÜSCH;CH
Brunella Chassé;Brunella;Chassé;COMBLAIN-AU-PONT;BE
Alain Hébert;Alain;Hébert;DAUSSOULX;BE
Barry Marois;Barry;Marois;GNOSCA;CH
Valérie Roux;Valérie;Roux;CADENAZZO;CH
Aubrette Lajoie;Aubrette;Lajoie;LIMOGES;FR
Colette Parizeau;Colette;Parizeau;BELFORT;FR
Donatien Bordeaux;Donatien;Bordeaux;ZONNEGEM;BE
Ray Francoeur;Ray;Francoeur;BRETZWIL;CH
Timothée Racicot;Timothée;Racicot;WOUMEN;BE
Guy Fluet;Guy;Fluet;TOULON;FR
Phillipa Gregoire;Phillipa;Gregoire;DAMMARIE-LES-LYS;FR
Stéphanie Patel;Stéphanie;Patel;COLOMBIER;CH
André Labelle;André;Labelle;ORVAULT;FR
Louis DuLin;Louis;DuLin;CHAILLY-SUR-CLARENS;CH
Fifine Provencher;Fifine;Provencher;AYENEUX;BE
Angelette Croquetaigne;Angelette;Croquetaigne;JONA;CH
Lowell Binet;Lowell;Binet;RORSCHACH;CH
Burnell Laforest;Burnell;Laforest;DIKSMUIDE;BE
Alexandrie Dupéré;Alexandrie;Dupéré;JUSERET;BE
Peverell Paradis;Peverell;Paradis;LE BLANC-MESNIL;FR
Albertine Gareau;Albertine;Gareau;ESCHI;CH
Emmanuelle Laliberté;Emmanuelle;Laliberté;NANCY;FR
Clémence Étoile;Clémence;Étoile;SINT-BLASIUS-BOEKEL;BE
Alexandre Blanc;Alexandre;Blanc;CORROY-LE-CHÂTEAU;BE
Joseph Bourque;Joseph;Bourque;SERVION;CH
Arthur Barrière;Arthur;Barrière;HÉRON;BE
Grosvenor Bazinet;Grosvenor;Bazinet;MATTSAND;CH
Dominique Lapresse;Dominique;Lapresse;SAINT-MARTIN;FR
Amélie Bordeaux;Amélie;Bordeaux;ROUEN;FR
Tempeste Gousse;Tempeste;Gousse;SCHORE;BE
Odelette CinqMars;Odelette;CinqMars;LATHUY;BE
Somerville Meunier;Somerville;Meunier;DIEPPE;FR
Gaetan Bélanger;Gaetan;Bélanger;HÄMIKON;CH
Legget Laforge;Legget;Laforge;SCHOELCHER;FR
Lance Chesnay;Lance;Chesnay;MAGAGNOSC;FR
Gaetan Bonenfant;Gaetan;Bonenfant;BEZONS;FR
Forrest Gregoire;Forrest;Gregoire;PARIS;FR
Georges Angélil;Georges;Angélil;FRANIÈRE;BE
Avent Nadeau;Avent;Nadeau;CHARENTON-LE-PONT;FR
Talon Couturier;Talon;Couturier;THEILINGEN;CH
Babette Avare;Babette;Avare;BERN;CH
Dexter Douffet;Dexter;Douffet;HERISAU;CH
Bayard Boulé;Bayard;Boulé;LES MUREAUX;FR
Margaux Crête;Margaux;Crête;MONTCHERAND;CH
Amarante Allain;Amarante;Allain;BOUGY-VILLARS;CH
Léon LaCaille;Léon;LaCaille;AIX-EN-PROVENCE;FR
Blondelle Lefèbvre;Blondelle;Lefèbvre;MAHREN;CH
Angelette Vallée;Angelette;Vallée;VODELÉE;BE
Fitz Dandonneau;Fitz;Dandonneau;PEPINGEN;BE
Tearlach Demers;Tearlach;Demers;ZEEBRUGGE;BE
Théodore Perillard;Théodore;Perillard;GENOELSELDEREN;BE
Georgette Angélil;Georgette;Angélil;CABBIO;CH
Bertrand Latourelle;Bertrand;Latourelle;DRANOUTER;BE
Pascaline Harquin;Pascaline;Harquin;BRENT;CH
Bevis Lafrenière;Bevis;Lafrenière;LE LAMENTIN;FR
Chapin Quenneville;Chapin;Quenneville;IVRY-SUR-SEINE;FR
Avelaine Pirouet;Avelaine;Pirouet;GRADIGNAN;FR
Germain Desaulniers;Germain;Desaulniers;BELFORT;FR
Orson Daigle;Orson;Daigle;'S GRAVENWEZEL;BE
Aymon Robitaille;Aymon;Robitaille;MOLLIE-MARGOT;CH
Peverell Tessier;Peverell;Tessier;BÜHL;CH
Virginie Legault;Virginie;Legault;SCHWARZSEE;CH
Ruby Patenaude;Ruby;Patenaude;MEDEGLIA;CH
Berangaria Routhier;Berangaria;Routhier;FOLX-LES-CAVES;BE
Marphisa Lacasse;Marphisa;Lacasse;LA HEUTTE;CH
Lucas Fortier;Lucas;Fortier;DUNKERQUE;FR
Parfait Bouvier;Parfait;Bouvier;ROUVEROY;BE
David Ouellet;David;Ouellet;IEPER;BE
Melville Phaneuf;Melville;Phaneuf;CHARTRES;FR
Frédéric Jacques;Frédéric;Jacques;THAL;CH
Somer Thibault;Somer;Thibault;MÜHLETHURNEN;CH
Etoile Duplessis;Etoile;Duplessis;LOVATENS;CH
Viollette Deschênes;Viollette;Deschênes;BÉTHUNE;FR
Amarante Houle;Amarante;Houle;DUNKERQUE;FR
Robinette Pelland;Robinette;Pelland;SOUVRET;BE
Tanguy Lévesque;Tanguy;Lévesque;HUNZIKON;CH
Natalie Marceau;Natalie;Marceau;VINKEM;BE
Gano Veronneau;Gano;Veronneau;PARIS;FR
Corette DuLin;Corette;DuLin;EIDBERG;CH
Javier Vallée;Javier;Vallée;AJACCIO;FR
Théophile Lang;Théophile;Lang;ROSSAU;CH
Christophe Champagne;Christophe;Champagne;LENGWIL;CH
Éléonore Bourque;Éléonore;Bourque;VILLIERS-LE-BEL;FR
Faustin Jobin;Faustin;Jobin;VERSAILLES;FR
Roxanne Lampron;Roxanne;Lampron;LE BLANC-MESNIL;FR
Grosvenor Allard;Grosvenor;Allard;BRUYELLE;BE
Mercer Quinn;Mercer;Quinn;MARSEILLE;FR
Julienne Tanguay;Julienne;Tanguay;FENIL-SUR-CORSIER;CH
Michèle Beaujolie;Michèle;Beaujolie;BINCHE;BE
Frédéric Cuillerier;Frédéric;Cuillerier;BAARDEGEM;BE
René Lamarre;René;Lamarre;DOMMARTIN;CH
Olivie Pelletier;Olivie;Pelletier;GAIS;CH
Hedvige Riel;Hedvige;Riel;BULSKAMP;BE
Babette Dumont;Babette;Dumont;ANLIER;BE
Josephe Deniger;Josephe;Deniger;BÖCKTEN;CH
Elita Pellerin;Elita;Pellerin;COUVIN;BE
Amorette Brault;Amorette;Brault;SARCELLES;FR
Luce Chaussée;Luce;Chaussée;PRAZ;CH
Frontino Bazinet;Frontino;Bazinet;KOEKELARE;BE
Laetitia Lafrenière;Laetitia;Lafrenière;MARCHE-LEZ-ECAUSSINNES;BE
Hugues Robillard;Hugues;Robillard;PÉRIGUEUX;FR
Philip Guernon;Philip;Guernon;KÜTTIGEN;CH
Fleur Boutot;Fleur;Boutot;ODOGNO;CH
Brie Cousteau;Brie;Cousteau;NÎMES;FR
Paulette Tougas;Paulette;Tougas;BOUILLON;BE
Platt Asselin;Platt;Asselin;TOULON;FR
Fortun Flamand;Fortun;Flamand;LONS-LE-SAUNIER;FR
Angelique Lizotte;Angelique;Lizotte;CONFLANS-SAINTE-HONORINE;FR
Sibyla Déziel;Sibyla;Déziel;HESSIGKOFEN;CH
Xarles Larivière;Xarles;Larivière;MARCQ-EN-BAROEUL;FR
Verrill Côté;Verrill;Côté;MECHELEN-BOVELINGEN;BE
Valérie Dupuis;Valérie;Dupuis;TOULOUSE;FR
Pryor Brasseur;Pryor;Brasseur;MARSEILLE;FR
Florismart Cousteau;Florismart;Cousteau;BOULOGNE-SUR-MER;FR
Vincent L'Angelier;Vincent;L'Angelier;WILER;CH
Eliot Auger;Eliot;Auger;COLOMBES;FR
Roger Larocque;Roger;Larocque;NEUILLY-SUR-SEINE;FR
Madeleine Auger;Madeleine;Auger;EMMISHOFEN;CH
Pierre Moquin;Pierre;Moquin;MONTPELLIER;FR
Hélène Rouleau;Hélène;Rouleau;SAINT-BENOÎT;FR
Patience Chaloux;Patience;Chaloux;WARET-LA-CHAUSSÉE;BE
Hedvige Beaulé;Hedvige;Beaulé;DERGNEAU;BE
Jacquenett Langlois;Jacquenett;Langlois;ST-MARIA-OUDENHOVE;BE
Gilbert Simon;Gilbert;Simon;LAMONE;CH
Wyatt Vaillancour;Wyatt;Vaillancour;HAAG;CH
Fletcher Alexandre;Fletcher;Alexandre;GAP;FR
Patricia Vallée;Patricia;Vallée;LANDEGEM;BE
Galatee Plante;Galatee;Plante;SAINT-JEAN-GEEST;BE
Tilly Proulx;Tilly;Proulx;COUDEKERQUE-BRANCHE;FR
Ophelia Robillard;Ophelia;Robillard;PARIS;FR
Granville Jetté;Granville;Jetté;GOURDINNE;BE
Nicolas Gilbert;Nicolas;Gilbert;TANN;CH
Léon Guilmette;Léon;Guilmette;LES DIABLERETS;CH
Platt Vernadeau;Platt;Vernadeau;LE HAVRE;FR
Fletcher Truchon;Fletcher;Truchon;PIERREFITTE-SUR-SEINE;FR
Ferrau Poirier;Ferrau;Poirier;VILLENEUVE-D'ASCQ;FR
Laurene Quiron;Laurene;Quiron;KÜSNACHT;CH
Melodie Hervieux;Melodie;Hervieux;SAUMUR;FR
Luc Veronneau;Luc;Veronneau;LONCIN;BE
Evrard Poulin;Evrard;Poulin;MARMORERA;CH
Lirienne Cotuand;Lirienne;Cotuand;OUDENAKEN;BE
Tabor Franchet;Tabor;Franchet;OLIVET;FR
Xavierre Trottier;Xavierre;Trottier;SCHMIDSHOF;CH
Agathe Echeverri;Agathe;Echeverri;ESPIERRES;BE
Françoise Béland;Françoise;Béland;MOLLEM;BE
Aubrey Doucet;Aubrey;Doucet;WESTMALLE;BE
Eloise Guernon;Eloise;Guernon;TOULOUSE;FR
Kari Laframboise;Kari;Laframboise;LA ROCHELLE;FR
Peppin Hervieux;Peppin;Hervieux;MESNIL-EGLISE;BE
Isabelle Rancourt;Isabelle;Rancourt;SCHILTIGHEIM;FR
Linette Du Trieux;Linette;Du Trieux;ADEGEM;BE
Cloridan Cloutier;Cloridan;Cloutier;HORGENBACH;CH
Gilles Mailloux;Gilles;Mailloux;ANZÈRE;CH
Noël Racine;Noël;Racine;L'ABERGEMENT;CH
Millard Grimard;Millard;Grimard;FONTAINE;FR
Vernon Fresne;Vernon;Fresne;CASTEAU;BE
Agrican Lauzier;Agrican;Lauzier;ESTAIMBOURG;BE
Tanguy Piedalue;Tanguy;Piedalue;DADIZELE;BE
Josephe Guilmette;Josephe;Guilmette;VILTERS;CH
Rule Auclair;Rule;Auclair;HAILLOT;BE
Vachel Gaillou;Vachel;Gaillou;KLEIN-GELMEN;BE
Fifine Dupont;Fifine;Dupont;EERNEGEM;BE
Élise CinqMars;Élise;CinqMars;FISCHBACH;CH
Avenall Bertrand;Avenall;Bertrand;LIBRAMONT-CHEVIGNY;BE
Marine Norbert;Marine;Norbert;MULHOUSE;FR
Aceline Tisserand;Aceline;Tisserand;DRANCY;FR
Esmeraude Barrette;Esmeraude;Barrette;MUMENTHAL;CH
Pascaline Berie;Pascaline;Berie;BERG AM IRCHEL;CH
Dorene Duval;Dorene;Duval;AUCH;FR
Valérie Fortin;Valérie;Fortin;AUTELBAS;BE
Arridano Brian;Arridano;Brian;AREUSE;CH
Isabelle Barrière;Isabelle;Barrière;SAINTE-MARIE;FR
Peppin Bler;Peppin;Bler;CHARLEVILLE-MÉZIÈRES;FR
Telford Beaujolie;Telford;Beaujolie;SAINT-QUENTIN;FR
Esmeraude Massé;Esmeraude;Massé;BRISTEN;CH
Belisarda Charpentier;Belisarda;Charpentier;GOUMOIS;CH
Angelette Thibodeau;Angelette;Thibodeau;UIKHOVEN;BE
Ancelina Séguin;Ancelina;Séguin;KORTENBERG;BE
Pensee Plaisance;Pensee;Plaisance;INGOOIGEM;BE
Dielle Brousse;Dielle;Brousse;NEUCHÂTEL;CH
Azura Gagnon;Azura;Gagnon;ORLY;FR
Calandre Chabot;Calandre;Chabot;SANNOIS;FR
Galatee Gosselin;Galatee;Gosselin;CULLY;CH
Aubrey Trottier;Aubrey;Trottier;CARPENTRAS;FR
Ancelote Arnoux;Ancelote;Arnoux;BELLEFONTAINE;BE
Isabelle Langelier;Isabelle;Langelier;AJACCIO;FR
Matthieu Garnier;Matthieu;Garnier;MESNIL-EGLISE;BE
Norris Rossignol;Norris;Rossignol;CRONAY;CH
Benjamin Lacasse;Benjamin;Lacasse;PORT;CH
Gabriel Riquier;Gabriel;Riquier;TRUBSCHACHEN;CH
Marveille St-Jean;Marveille;St-Jean;AMINONA;CH
Armina Étoile;Armina;Étoile;CORTIL-WODON;BE
Philippe Leclair;Philippe;Leclair;GOLATEN;CH
Ophelia Joly;Ophelia;Joly;LUZERN;CH
Odo Breton;Odo;Breton;CERGY;FR
Christian Gamache;Christian;Gamache;ROMAINVILLE;FR
Paien Rousseau;Paien;Rousseau;VIRY-CHÂTILLON;FR
Alita Lemelin;Alita;Lemelin;COMINES-WARNETON;BE
Christelle Chabot;Christelle;Chabot;SAINTE-MARIE;FR
Fleur Huppé;Fleur;Huppé;REISISWIL;CH
Tearlach Courtemanche;Tearlach;Courtemanche;SINT-AGATHA-BERCHEM;BE
Zara Robert;Zara;Robert;LO-RENINGE;BE
Fanette Louis;Fanette;Louis;LIGERZ;CH
Charlot Paulet;Charlot;Paulet;SAUVENIÈRE;BE
Dominique Bizier;Dominique;Bizier;LAFORÊT;BE
Hardouin Moreau;Hardouin;Moreau;HERK-DE-STAD;BE
Sydney Bizier;Sydney;Bizier;BORCHTLOMBEEK;BE
Evrard Batard;Evrard;Batard;MIELEN-BOVEN-AALST;BE
Beaufort Denis;Beaufort;Denis;MAGAGNOSC;FR
Pryor Casgrain;Pryor;Casgrain;DICKEN;CH
Eulalie Rancourt;Eulalie;Rancourt;ARANNO;CH
Royce Rhéaume;Royce;Rhéaume;EMELGEM;BE
Océane Morin;Océane;Morin;ÉTAMPES;FR
Eloise Berger;Eloise;Berger;MONTBÉLIARD;FR
Pryor Metivier;Pryor;Metivier;DOPPLESCHWAND;CH
Platt Gamelin;Platt;Gamelin;AUCH;FR
Fabienne Denis;Fabienne;Denis;LE CHESNAY;FR
Brice Thivierge;Brice;Thivierge;MARCQ-EN-BAROEUL;FR
Vincent Marcil;Vincent;Marcil;ALTBURG;CH
Allyriane Pinette;Allyriane;Pinette;LA POSSESSION;FR
Brice Ménard;Brice;Ménard;ZÜRICH;CH
Hedvige Mailloux;Hedvige;Mailloux;ORZENS;CH
Searlas Desaulniers;Searlas;Desaulniers;PALÉZIEUX-VILLAGE;CH
Ancelote Boucher;Ancelote;Boucher;MEISE;BE
Archard Jodoin;Archard;Jodoin;MONTFERMEIL;FR
Corette Fortier;Corette;Fortier;TOURINNES-SAINT-LAMBERT;BE
Turner Desforges;Turner;Desforges;BAASRODE;BE
Norris Doyon;Norris;Doyon;GALMIZ;CH
Agramant Beausoleil;Agramant;Beausoleil;HEMPTINNE;BE
Legget Bler;Legget;Bler;WESTOUTER;BE
Gilles Théberge;Gilles;Théberge;HINGEON;BE
Nicolette LaCaille;Nicolette;LaCaille;ARBOLDSWIL;CH
Amorette Bonneville;Amorette;Bonneville;MAURAGE;BE
Natalie Perreault;Natalie;Perreault;DOLE;FR
Catherine Thivierge;Catherine;Thivierge;ANTWERPEN;BE
Creissant Audet;Creissant;Audet;CORTIL-NOIRMONT;BE
Grosvenor Miron;Grosvenor;Miron;LEUT;BE
Leverett Lévesque;Leverett;Lévesque;AMIENS;FR
Marveille Doucet;Marveille;Doucet;CHAMPION;BE
Prunella Tachel;Prunella;Tachel;SUXY;BE
Joy Giroux;Joy;Giroux;VOROUX-LEZ-LIERS;BE
Vernon Girard;Vernon;Girard;SAINT-GEORGES-SUR-MEUSE;BE
Inès Harquin;Inès;Harquin;CONFLANS-SAINTE-HONORINE;FR
Pascaline Dupuy;Pascaline;Dupuy;TOURCOING;FR
Valentine Berthelette;Valentine;Berthelette;PARIS;FR
Ferragus Lesage;Ferragus;Lesage;LES ULIS;FR
Eustache Sciverit;Eustache;Sciverit;VILLERS-LA-BONNE-EAU;BE
Delphine Labrosse;Delphine;Labrosse;LUZERN;CH
Angelette Ménard;Angelette;Ménard;BERG;CH
Clémence Lalonde;Clémence;Lalonde;PRATTELN;CH
Élise Caya;Élise;Caya;ALLENWINDEN;CH
Fabrice Bussière;Fabrice;Bussière;JEHONVILLE;BE
Marlon Beausoleil;Marlon;Beausoleil;MARSEILLE;FR
Fanchon Beauchamp;Fanchon;Beauchamp;METZ;FR
Yseult Provencher;Yseult;Provencher;WAYS;BE
Charlot Lachance;Charlot;Lachance;FILISUR;CH
Crescent Hétu;Crescent;Hétu;OBERWIL;CH
Valérie Laderoute;Valérie;Laderoute;ROUEN;FR
Julie Mousseau;Julie;Mousseau;CANNES-LA-BOCCA;FR
Gaetan Laramée;Gaetan;Laramée;VORDERFULTIGEN;CH
Bartlett Charrette;Bartlett;Charrette;NOORDERWIJK;BE
Jesper Charpie;Jesper;Charpie;DÖRFLINGEN;CH
Arridano Auclair;Arridano;Auclair;GOEFERDINGE;BE
Norris Levasseur;Norris;Levasseur;SAINT-LÔ;FR
Cloridan Langelier;Cloridan;Langelier;MENTON;FR
Creissant Jacques;Creissant;Jacques;MÜNCHENSTEIN;CH
Hardouin L'Angelier;Hardouin;L'Angelier;KINDHAUSEN;CH
Ancelote Sauriol;Ancelote;Sauriol;ALTSTALDEN;CH
Gemma Guay;Gemma;Guay;ÉLANCOURT;FR
Rabican Quenneville;Rabican;Quenneville;OBERLUNKHOFEN;CH
Michel Mainville;Michel;Mainville;LOYERS;BE
Delmar Monty;Delmar;Monty;CAMPASCIO;CH
Huette Piedalue;Huette;Piedalue;BOIGNÉE;BE
Cerise Pépin;Cerise;Pépin;CHATOU;FR
Ormazd Brunault;Ormazd;Brunault;DOUAI;FR
Alexis Busson;Alexis;Busson;VIGNEUX-SUR-SEINE;FR
Curtis Marier;Curtis;Marier;LOUETTE-SAINT-DENIS;BE
Frédérique Provencher;Frédérique;Provencher;NIEDERWIL;CH
Arno Dupéré;Arno;Dupéré;ROSSENS;CH
Patricia Barjavel;Patricia;Barjavel;RODEZ;FR
Searlas Grandbois;Searlas;Grandbois;MÜNCHENWILER;CH
Florence Dandonneau;Florence;Dandonneau;UNTERIBERG;CH
Honoré Gamache;Honoré;Gamache;DHUY;BE
La Roux Clavet;La Roux;Clavet;GOLATEN;CH
Ruby Létourneau;Ruby;Létourneau;SCHWERZENBACH;CH
Somerville Levasseur;Somerville;Levasseur;POLLINKHOVE;BE
Charles Pelletier;Charles;Pelletier;ZOERSEL;BE
Édith Pépin;Édith;Pépin;ESPLECHIN;BE
Caresse Barrière;Caresse;Barrière;HOHFLUH;CH
Josephe Bordeleau;Josephe;Bordeleau;LA TESTE-DE-BUCH;FR
Roland Bernier;Roland;Bernier;LUNEL;FR
Amabella Charpentier;Amabella;Charpentier;LE PETIT-QUEVILLY;FR
Florismart Gagnon;Florismart;Gagnon;ON;BE
Mason Gaulin;Mason;Gaulin;BLEIEN;CH
Garland Rhéaume;Garland;Rhéaume;BEZONS;FR
Burrell Gadbois;Burrell;Gadbois;UNTERBACH;CH
Ferragus Bellefeuille;Ferragus;Bellefeuille;BRÈ SOPRA LUGANO;CH
Audric Norbert;Audric;Norbert;AADORF;CH
Millard Gaillou;Millard;Gaillou;GARGES-LÈS-GONESSE;FR
Bruno Descoteaux;Bruno;Descoteaux;BRUGGE;BE
Vignette Bélanger;Vignette;Bélanger;ESQUELMES;BE
Toussaint Salmons;Toussaint;Salmons;DIEPPE;FR
Tempeste Tachel;Tempeste;Tachel;SAINT-DENIS;FR
Yvette Grandpré;Yvette;Grandpré;SAINT-BENOÎT;FR
Brigliador Pouchard;Brigliador;Pouchard;SEIGNEUX;CH
Solaine Poulin;Solaine;Poulin;SURAVA;CH
Sabine Auger;Sabine;Auger;LORIENT;FR
Rule Austin;Rule;Austin;PARIS;FR
Villette Larocque;Villette;Larocque;DION-VALMONT;BE
Agathe Blais;Agathe;Blais;PAULATEM;BE
Henry Marcheterre;Henry;Marcheterre;CHÂTELINEAU;BE
Stéphane Boisvert;Stéphane;Boisvert;MARSEILLE;FR
Noémi Laframboise;Noémi;Laframboise;VILLENAVE-D'ORNON;FR
Vivienne Brian;Vivienne;Brian;CHAMPLAN;CH
Comforte Tachel;Comforte;Tachel;CHATOU;FR
Eulalie Boisvert;Eulalie;Boisvert;PETIGNY;BE
Algernon Duval;Algernon;Duval;SAINT-PAUL;FR
Lundy Lagacé;Lundy;Lagacé;CONCARNEAU;FR
Lucas Lefèbvre;Lucas;Lefèbvre;BASTIA;FR
Élodie Marois;Élodie;Marois;ANNEMASSE;FR
Heloise Sauriol;Heloise;Sauriol;ILLHART;CH
Natalie Berthiaume;Natalie;Berthiaume;MOURCOURT;BE
Claudette Paquin;Claudette;Paquin;FLOBECQ;BE
Verney Lachapelle;Verney;Lachapelle;RICKENBACH;CH
Channing Couture;Channing;Couture;CHAPELLE;CH
Ancelina Savoie;Ancelina;Savoie;MOUZAIVE;BE
Lowell Meunier;Lowell;Meunier;SAINT-PIERRE;FR
Rosemarie Dubois;Rosemarie;Dubois;CONCARNEAU;FR
Annette Gladu;Annette;Gladu;BRUGGE;BE
Seymour Huppé;Seymour;Huppé;MONTÉLIMAR;FR
Alain Charrette;Alain;Charrette;BOBIGNY;FR
Michel Boutot;Michel;Boutot;ZWALM;BE
Burnell Charest;Burnell;Charest;OBERÖNZ;CH
Evrard Patel;Evrard;Patel;ENNETBÜHL;CH
Henri Martin;Henri;Martin;MARCQ-EN-BAROEUL;FR
Michèle Gamache;Michèle;Gamache;BOIS-ET-BORSU;BE
Olivier Duplessis;Olivier;Duplessis;FRAIPONT;BE
Aurore Plante;Aurore;Plante;MISSY;CH
Algernon Melanson;Algernon;Melanson;SIGNÈSE;CH
Desire Brodeur;Desire;Brodeur;FALLAIS;BE
Fiacre Pouchard;Fiacre;Pouchard;MAYENS-DE-RIDDES;CH
Julienne Gilbert;Julienne;Gilbert;XHENDELESSE;BE
Élodie Paiement;Élodie;Paiement;SCHORE;BE
Fabienne Du Trieux;Fabienne;Du Trieux;SIPPENAEKEN;BE
André Gougeon;André;Gougeon;ANNEMASSE;FR
Daisi Busson;Daisi;Busson;ENTLEBUCH;CH
Verney Laliberté;Verney;Laliberté;UNTERKULM;CH
Emmeline Denis;Emmeline;Denis;INGELMUNSTER;BE
Etoile Primeau;Etoile;Primeau;CASTASEGNA;CH
Angelique Mothé;Angelique;Mothé;PLONS;CH
Laurent Martin;Laurent;Martin;SARCELLES;FR
Delit Deschamps;Delit;Deschamps;ROTHWALD;CH
Alfred Morneau;Alfred;Morneau;FRANIÈRE;BE
Tanguy Berger;Tanguy;Berger;BECKENRIED;CH
Cher Boucher;Cher;Boucher;ÉLANCOURT;FR
Byron Cloutier;Byron;Cloutier;REZÉ;FR
Martine Fortier;Martine;Fortier;MASSY;FR
Rule Fecteau;Rule;Fecteau;FORMANGUEIRES;CH
Margaux Hervé;Margaux;Hervé;FLEURY-LES-AUBRAIS;FR
Aubrey Pelchat;Aubrey;Pelchat;DUNKERQUE;FR
Anouk Baron;Anouk;Baron;HELKIJN;BE
Céline Hervé;Céline;Hervé;RILLAAR;BE
Dominique Despins;Dominique;Despins;LEUK;CH
Alaine Turgeon;Alaine;Turgeon;GENÈVE;CH
Astolpho Ruest;Astolpho;Ruest;BAGNOLET;FR
Édouard Brodeur;Édouard;Brodeur;WEIEREN;CH
Pinabel Richard;Pinabel;Richard;FAJAUNA;CH
Warrane Souplet;Warrane;Souplet;CHÂLONS-EN-CHAMPAGNE;FR
Brice Petit;Brice;Petit;LICHTERVELDE;BE
Tabor Labelle;Tabor;Labelle;SPIEGELBERG;CH
Belisarda Boisclair;Belisarda;Boisclair;DE PANNE;BE
Armand Gaudreau;Armand;Gaudreau;STEINERBERG;CH
Noël Pomerleau;Noël;Pomerleau;DÄLLIKON;CH
Franck Camus;Franck;Camus;RIED-BRIG;CH
Odelette Grivois;Odelette;Grivois;LES MUREAUX;FR
Océane Paré;Océane;Paré;ASPELARE;BE
Patricia Dubois;Patricia;Dubois;FRANCONVILLE-LA-GARENNE;FR
Bayard Lanoie;Bayard;Lanoie;MUGENA;CH
Ray Clavette;Ray;Clavette;BASEL;CH
Linette Lafond;Linette;Lafond;ZWISCHBERGEN;CH
Jeanne Tardif;Jeanne;Tardif;EHEIN;BE
Luce Fréchette;Luce;Fréchette;SORVILIER;CH
Gay St-Jean;Gay;St-Jean;TONGEREN;BE
Amaury Lafond;Amaury;Lafond;LES RIALETS;CH
Faustin Pelchat;Faustin;Pelchat;OORDEGEM;BE
Lucille Favreau;Lucille;Favreau;MAUBEUGE;FR
Iva Arcouet;Iva;Arcouet;COLLONGES;CH
Henri Caisse;Henri;Caisse;SCHÖRLISHÄUSERN;CH
Genevre Alexandre;Genevre;Alexandre;LO;BE
Merci L'Hiver;Merci;L'Hiver;COMBLAIN-LA-TOUR;BE
Tempeste Chabot;Tempeste;Chabot;MOLONDIN;CH
Paulette Binet;Paulette;Binet;PALAGNEDRA;CH
Aya Plaisance;Aya;Plaisance;TANNAY;CH
Josephe Laisné;Josephe;Laisné;FULDERA;CH
Joséphine Poissonnier;Joséphine;Poissonnier;GRANCY;CH
Searlas Leclerc;Searlas;Leclerc;LORIENT;FR
Platt Melanson;Platt;Melanson;CLERMONT-FERRAND;FR
